gene_id	entrezgene_id	external_gene_name	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Condition	Control	Call
ENSG00000100325	84164	ASCC2	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]	49.7546786251639	-0.0947516748306704	0.23744425985625	-0.399048075064158	0.689857781234565	0.805315150478844	drug	control	NO
ENSG00000100226	9567	GTPBP1	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]	119.314250727213	0.0768306683195147	0.196761759933566	0.390475610430886	0.696184886870373	0.807715212618957	drug	control	NO
ENSG00000015475	637	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	50.3726056589092	-0.101238707521724	0.260641073563578	-0.388421924977335	0.697703821652934	0.807715212618957	drug	control	NO
ENSG00000211669	.	IGLV3-10	immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:HGNC:5897]	64.6096730483463	0.0686730827445813	0.182610621105957	0.376062916432088	0.706870122547668	0.814945306573551	drug	control	NO
ENSG00000211685	.	IGLC7	immunoglobulin lambda constant 7 [Source:HGNC Symbol;Acc:HGNC:5861]	68.4838352419581	-0.077920332060927	0.226862391702341	-0.343469587339817	0.731245216561542	0.838007747463805	drug	control	NO
ENSG00000070371	8218	CLTCL1	clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093]	2058.75861602382	0.0294373407595894	0.0862518339453708	0.341295244553688	0.73288132753107	0.838007747463805	drug	control	NO
ENSG00000100077	157	GRK3	G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]	278.407247158219	0.0519266046168698	0.158811532747301	0.326969985860503	0.743690586410247	0.846747490981961	drug	control	NO
ENSG00000172250	.	SERHL	serine hydrolase like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:14408]	2.40749381834138	-0.0423999079779866	0.131215058089505	-0.323132943698159	0.746594561941084	0.846747490981961	drug	control	NO
ENSG00000100401	5905	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	26.0766342678683	0.0851889578586314	0.273123845174932	0.311905969997124	0.755111985289769	0.852139559741774	drug	control	NO
ENSG00000183597	128989	TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]	297.820234118345	-0.0492746664593147	0.159557160948845	-0.308821403980184	0.757457386437133	0.852139559741774	drug	control	NO
ENSG00000128383	200315,100913187	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]	227.207114015392	-0.0397131423622631	0.13582286885836	-0.292389217633719	0.769989051303384	0.861058432226249	drug	control	NO
ENSG00000100360	11020	IFT27	intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626]	154.037102295273	0.0401426419997447	0.138261797163994	0.290337915629225	0.771557734969757	0.861058432226249	drug	control	NO
ENSG00000099992	83874	TBC1D10A	TBC1 domain family member 10A [Source:HGNC Symbol;Acc:HGNC:23609]	101.313273263749	-0.0535141373724154	0.198571197987886	-0.269495968774284	0.787548043959117	0.875402009022285	drug	control	NO
ENSG00000258555	.	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49185]	202.058505349141	0.0380994914187991	0.146955884672945	0.259258018170492	0.795436168857848	0.879171067248428	drug	control	NO
ENSG00000183785	51807	TUBA8	tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]	222.349020424538	-0.0423509936313928	0.165257815903435	-0.256272257985908	0.797740617045962	0.879171067248428	drug	control	NO
ENSG00000100427	23209	MLC1	modulator of VRAC current 1 [Source:HGNC Symbol;Acc:HGNC:17082]	229.825082918439	-0.0370400625105482	0.146496385958775	-0.252839428550623	0.800392297781723	0.879171067248428	drug	control	NO
ENSG00000100109	24144	TFIP11	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]	173.899071583766	-0.0316089413062139	0.129947097515527	-0.243244688881466	0.807815849517792	0.879942182272416	drug	control	NO
ENSG00000279738	.	AL022311.1	novel transcript, sense overlapping to EIF3L	0.621484644832495	-0.0333964153330902	0.137312051100596	-0.243215472097374	0.807838481669859	0.879942182272416	drug	control	NO
ENSG00000184979	11274	USP18	ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]	0.373554633930747	0.0258775737135216	0.107954236108714	0.239708738131054	0.810556060372799	0.879942182272416	drug	control	NO
ENSG00000100031	2678	GGT1	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]	182.063897791449	-0.0431856669388023	0.209591347938644	-0.206046992700502	0.836754203915554	0.904003040164098	drug	control	NO
ENSG00000100216	56993	TOMM22	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]	82.2762367351835	0.0430321812474835	0.212067960462422	0.202916938294924	0.839199954847675	0.904003040164098	drug	control	NO
ENSG00000093009	8318	CDC45	cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739]	498.367657116553	0.0148162078636933	0.0837150941063674	0.176983709113054	0.859521185819211	0.919754411493421	drug	control	NO
ENSG00000197421	.	GGT3P	gamma-glutamyltransferase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4252]	11.3829259409989	0.051169975385709	0.290994141920336	0.175845379731794	0.860415417203523	0.919754411493421	drug	control	NO
ENSG00000128272	468	ATF4	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]	216.007337171966	-0.0186014618428032	0.137402954197946	-0.135378907617994	0.892312299880333	0.945263489419472	drug	control	NO
ENSG00000183569	253190	SERHL2	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]	80.2535502349255	-0.0316979697980806	0.240183575825407	-0.13197392739761	0.895004914263272	0.945263489419472	drug	control	NO
ENSG00000100219	7494	XBP1	X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]	222.085306282097	-0.0172892510523866	0.136229527284773	-0.126912655405794	0.899009530074089	0.945263489419472	drug	control	NO
ENSG00000185022	23764	MAFF	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	216.755759929528	0.0187075511799414	0.149494141978485	0.12513902506383	0.900413488577078	0.945263489419472	drug	control	NO
ENSG00000100359	27352	SGSM3	small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]	58.2899857965053	0.0247908006106221	0.205265375277852	0.120774390600776	0.903869734935528	0.945263489419472	drug	control	NO
ENSG00000243811	140564	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]	112.018058480537	-0.0204351202517834	0.175752299066962	-0.116272278429755	0.907436755181457	0.945263489419472	drug	control	NO
ENSG00000241973	5297	PI4KA	phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983]	253.381372554272	0.0139749451571401	0.120924149620402	0.115567859695598	0.907995036431608	0.945263489419472	drug	control	NO
ENSG00000133488	284904	SEC14L4	SEC14 like lipid binding 4 [Source:HGNC Symbol;Acc:HGNC:20627]	294.628124420886	0.0124481332925424	0.135651492537911	0.09176554610384	0.926884318748808	0.961340984873298	drug	control	NO
ENSG00000211655	.	IGLV1-36	immunoglobulin lambda variable 1-36 [Source:HGNC Symbol;Acc:HGNC:5876]	81.595187736202	0.0166600597551674	0.197581640584038	0.0843198776258834	0.932802108620713	0.963895512241404	drug	control	NO
ENSG00000100147	79879	CCDC134	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]	78.3147758774157	0.0138477297436663	0.221774224008826	0.0624406637225578	0.950211913151229	0.974180742746809	drug	control	NO
ENSG00000278558	728229	TMEM191B	transmembrane protein 191B [Source:HGNC Symbol;Acc:HGNC:33600]	74.9614433928339	-0.0118794067676265	0.199548920839073	-0.0595313004834874	0.952528935497823	0.974180742746809	drug	control	NO
ENSG00000100023	23759	PPIL2	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]	21.9961328281736	-0.0165431366489178	0.282063811696021	-0.0586503335874446	0.953230619246878	0.974180742746809	drug	control	NO
ENSG00000161180	164592	CCDC116	coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]	89.8516006317031	0.00463395580409219	0.201359445659979	0.0230133520128835	0.981639622404207	0.999552754199904	drug	control	NO
ENSG00000128335	23780	APOL2	apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]	375.451345267798	0.0015345580322403	0.102244969431799	0.0150086409215849	0.988025286700982	0.999995504903906	drug	control	NO
ENSG00000279159	.	AC003681.1	novel transcript, antisense to MTMR3	0.502053111117414	0.000809300541397004	0.129273980999111	0.00626035134945343	0.995004994940463	0.999995504903906	drug	control	NO
ENSG00000183628	8214	DGCR6	DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]	79.0744612552828	-0.000934493728122035	0.17870188538435	-0.00522934453720025	0.995827605747071	0.999995504903906	drug	control	NO
ENSG00000286367	112268289	AC000072.1	novel transcript, antisense to CLTCL1	0.500644383970375	2.83933368131506e-05	0.129281424779475	0.000219624256629158	0.999824765197867	0.999995504903906	drug	control	NO
ENSG00000280007	.	AC008079.1	novel transcript, antisense to TUBA8	0.501706825469334	7.28509288063304e-07	0.129311209638766	5.63376748310076e-06	0.999995504903906	0.999995504903906	drug	control	NO
